Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-01-02 00:00:00-05:00,25.313569435547567,26.183525475778282,24.850307822232615,25.59152603149414,3067000,0.0,0.0
2019-01-03 00:00:00-05:00,25.47449265436505,26.18645158923831,24.899073279546396,25.59152603149414,2979900,0.0,0.0
2019-01-04 00:00:00-05:00,26.176699095037133,27.902957258880335,25.991394073440738,27.639629364013672,5653300,0.0,0.0
2019-01-07 00:00:00-05:00,27.82493351214589,28.195541683492735,27.450422616077816,27.7176513671875,2441000,0.0,0.0
2019-01-08 00:00:00-05:00,28.019992355586687,28.134101489063276,26.966682571791182,27.551855087280273,2218300,0.0,0.0
2019-01-09 00:00:00-05:00,27.89320450206171,28.556399862926867,27.54210063802438,28.380847930908203,2372400,0.0,0.0
2019-01-10 00:00:00-05:00,27.9809807940828,28.293072294546864,27.77616958427071,28.263813018798828,2351600,0.0,0.0
2019-01-11 00:00:00-05:00,28.010237390153893,28.166283135820663,27.269019168130715,27.844438552856445,3838400,0.0,0.0
2019-01-14 00:00:00-05:00,28.341834404117385,28.449116549342115,27.200748752894633,28.078508377075195,4035500,0.0,0.0
2019-01-15 00:00:00-05:00,28.22480147450729,28.741702305582987,27.88052459734621,28.185789108276367,3770900,0.0,0.0
2019-01-16 00:00:00-05:00,28.468624228610917,28.605163795010927,27.464078083806648,28.263813018798828,9242900,0.0,0.0
2019-01-17 00:00:00-05:00,27.5128428736521,29.53168834253186,26.830143151899644,28.858739852905273,12073100,0.0,0.0
2019-01-18 00:00:00-05:00,29.180582189121782,29.35613411712497,28.380847281740166,28.546646118164062,6601200,0.0,0.0
2019-01-22 00:00:00-05:00,28.283322276289297,28.283322276289297,26.84965109265036,27.122730255126953,5026800,0.0,0.0
2019-01-23 00:00:00-05:00,27.45432000861862,27.951716444779624,27.156857269915413,27.60061264038086,4392900,0.0,0.0
2019-01-24 00:00:00-05:00,27.454321266705794,27.824931268379096,26.976430988937015,27.26901626586914,3022000,0.0,0.0
2019-01-25 00:00:00-05:00,27.717651555153786,28.785589955548414,27.464076758212876,28.302824020385742,6607500,0.0,0.0
2019-01-28 00:00:00-05:00,28.02974478920776,28.117520757479113,27.122727690545194,27.28852653503418,3538100,0.0,0.0
2019-01-29 00:00:00-05:00,27.57136012662668,28.834356691513676,27.46700408976758,28.03949737548828,3565700,0.0,0.0
2019-01-30 00:00:00-05:00,28.380849489614906,29.083055396043417,27.961475820140546,28.858739852905273,6502400,0.0,0.0
2019-01-31 00:00:00-05:00,28.556399760009857,29.51705604643105,28.429611427247963,28.946514129638672,6466800,0.0,0.0
2019-02-01 00:00:00-05:00,28.966019621367394,29.326874707076097,27.571359155568015,27.893203735351562,5042200,0.0,0.0
2019-02-04 00:00:00-05:00,27.72740273337513,28.468620890162402,27.650354618422345,28.371091842651367,2337200,0.0,0.0
2019-02-05 00:00:00-05:00,28.283317516402413,28.768034808436067,28.195541554603516,28.351587295532227,2749600,0.0,0.0
2019-02-06 00:00:00-05:00,28.29307146680743,28.575903683248946,27.805428046545764,27.844438552856445,2923700,0.0,0.0
2019-02-07 00:00:00-05:00,27.67864256673233,27.785924725508863,26.393215464874714,26.615581512451172,4955700,0.0,0.0
2019-02-08 00:00:00-05:00,26.449781567212884,26.99594171078132,25.85485596247896,26.96668243408203,4784900,0.0,0.0
2019-02-11 00:00:00-05:00,26.86915368398842,27.425068786457803,26.586321446792706,27.27877426147461,3448100,0.0,0.0
2019-02-12 00:00:00-05:00,27.629878939242417,27.98098283295418,27.259270720489504,27.698148727416992,3021400,0.0,0.0
2019-02-13 00:00:00-05:00,28.098014123507742,28.8197261820189,27.990733833058673,28.332082748413086,4566800,0.0,0.0
2019-02-14 00:00:00-05:00,28.019992687770554,28.039498872567606,27.454326350141155,27.50309181213379,3196600,0.0,0.0
2019-02-15 00:00:00-05:00,28.000484508088746,28.21504880514545,27.503089852685747,27.571359634399414,3407600,0.0,0.0
2019-02-19 00:00:00-05:00,27.51283836364746,27.698143367269783,27.405558085939255,27.51283836364746,3029500,0.0,0.0
2019-02-20 00:00:00-05:00,27.688393192124476,28.86361377688499,27.639629593505187,28.51738739013672,6520000,0.0,0.0
2019-02-21 00:00:00-05:00,28.478375595351245,29.161075246206483,28.410103956074956,28.848983764648438,3983900,0.0,0.0
2019-02-22 00:00:00-05:00,29.141570066756074,29.726742544927987,28.634422321871643,29.42440414428711,3197600,0.0,0.0
2019-02-25 00:00:00-05:00,29.71698881666876,30.107105033900968,29.638965945264715,30.019329071044922,3937600,0.0,0.0
2019-02-26 00:00:00-05:00,29.941308047622524,30.49722127321388,29.726743742859473,30.087600708007812,3723600,0.0,0.0
2019-02-27 00:00:00-05:00,30.302160038231847,30.672770057344433,30.02908092963511,30.214384078979492,2880100,0.0,0.0
2019-02-28 00:00:00-05:00,30.253402215022184,30.253402215022184,28.60516671708714,28.770965576171875,3660500,0.0,0.0
2019-03-01 00:00:00-05:00,28.946513858522653,29.45366346439612,28.624669274066807,28.9270076751709,2187700,0.0,0.0
2019-03-04 00:00:00-05:00,29.170826637108284,29.229343321436378,28.019987970788605,28.439361572265625,2690900,0.0,0.0
2019-03-05 00:00:00-05:00,28.351586159146034,28.585654761157183,28.049247780741457,28.478374481201172,1890800,0.0,0.0
2019-03-06 00:00:00-05:00,28.341836960073863,28.43449040665536,27.4445729323805,27.551855087280273,2465600,0.0,0.0
2019-03-07 00:00:00-05:00,27.464076122818486,27.600615679469307,26.635081971270054,26.683847427368164,3102400,0.0,0.0
2019-03-08 00:00:00-05:00,26.264476290927355,26.488791829565844,25.854855722007795,26.157194137573242,2864000,0.0,0.0
2019-03-11 00:00:00-04:00,26.0986751454587,26.88865693726785,26.06941587160949,26.839893341064453,3497700,0.0,0.0
2019-03-12 00:00:00-04:00,27.04470506838198,27.883452390759714,26.917918590916848,27.737159729003906,3112600,0.0,0.0
2019-03-13 00:00:00-04:00,27.912711010882795,28.595410703094917,27.854192459386727,28.263813018798828,3670400,0.0,0.0
2019-03-14 00:00:00-04:00,28.078504120007,28.12726770941851,27.122721769720815,27.20074462890625,3701400,0.0,0.0
2019-03-15 00:00:00-04:00,27.181242533276357,27.824931639276663,27.054454214093717,27.1519832611084,2936800,0.0,0.0
2019-03-18 00:00:00-04:00,27.308031749363728,28.146779034076324,27.236835854090835,27.932214736938477,3522200,0.0,0.0
2019-03-19 00:00:00-04:00,28.31257958022579,28.595411815948864,27.785923757537645,27.91271209716797,2459700,0.0,0.0
2019-03-20 00:00:00-04:00,27.79567430701435,28.40035295253741,27.005692505463823,28.078508377075195,3381800,0.0,0.0
2019-03-21 00:00:00-04:00,27.834687075357397,28.800220815713985,27.795674709179593,28.683185577392578,3234800,0.0,0.0
2019-03-22 00:00:00-04:00,28.38084859817094,28.54664744228533,27.112974537233814,27.425067901611328,3356000,0.0,0.0
2019-03-25 00:00:00-04:00,27.425068506224573,27.85419340380646,27.083717718438688,27.327539443969727,2871100,0.0,0.0
2019-03-26 00:00:00-04:00,27.444570396744574,27.795674245641564,26.596071908859486,26.859399795532227,4287200,0.0,0.0
2019-03-27 00:00:00-04:00,27.210501806681435,27.29340215338921,26.547306473867152,27.22025489807129,2523300,0.0,0.0
2019-03-28 00:00:00-04:00,27.356795498949424,27.356795498949424,26.708230708626257,27.29827880859375,2553100,0.0,0.0
2019-03-29 00:00:00-04:00,27.581114149470054,28.088261922748888,27.317786240517577,27.464078903198242,3382500,0.0,0.0
2019-04-01 00:00:00-04:00,27.971228179575657,28.936761973195473,27.824935518762736,28.731950759887695,3880400,0.0,0.0
2019-04-02 00:00:00-04:00,28.410103782266738,28.566151382303055,27.483582434586083,27.834686279296875,3838800,0.0,0.0
2019-04-03 00:00:00-04:00,27.746913192795365,28.15653376732541,27.610371761143917,27.980981826782227,4675900,0.0,0.0
2019-04-04 00:00:00-04:00,27.89320599138176,28.614918081383962,27.67864168069722,28.56615447998047,2654500,0.0,0.0
2019-04-05 00:00:00-04:00,28.67343617972932,28.95627029031874,28.37109774375034,28.81972885131836,3018600,0.0,0.0
